1,0,0.988271598153793,0.0
1,0,0.9763009540371028,0.02
1,0,0.9392109802589166,0.04
1,0,0.930783812643151,0.06
1,0,0.8982475124674313,0.08
1,0,0.8658405075916304,0.1
1,0,0.8446516942507232,0.12
1,0,0.8416948880526185,0.14
1,0,0.8413031424906259,0.16
1,0,0.8187792271404232,0.18
1,0,0.764089594287813,0.2
1,0,0.7118479866676672,0.22
1,0,0.7112349393622518,0.24
1,0,0.7071932394156526,0.26
1,0,0.7006871868783378,0.28
1,0,0.6659423320254239,0.3
1,0,0.6643225914704831,0.32
1,0,0.651745958667669,0.34
1,0,0.5973094554770368,0.36
1,0,0.5938337017399766,0.38
1,0,0.5888363940815384,0.4
1,0,0.5851562653887077,0.42
1,0,0.5750211828588105,0.44
1,0,0.5614746950904503,0.46
1,0,0.549077267092838,0.48
1,1,0.47454576946177773,0.5
1,1,0.45272914744888954,0.52
1,1,0.44811492719579926,0.54
1,1,0.44695482558472505,0.56
1,1,0.4429586102943,0.58
1,1,0.403467615057918,0.6
1,1,0.3964367454581739,0.62
1,1,0.36975248739252614,0.64
1,1,0.3610653623259342,0.66
1,1,0.3516975983026559,0.68
1,1,0.3390486754312347,0.7
1,1,0.3256480457599077,0.72
1,1,0.3118144812969755,0.74
1,1,0.27234603316755923,0.76
1,1,0.2676490413357194,0.78
1,1,0.26240981093463595,0.8
1,1,0.2510325264452067,0.82
1,1,0.2383626109538617,0.84
1,1,0.22882155558343625,0.86
1,1,0.22356126047097502,0.88
1,1,0.11374827122197234,0.9
1,1,0.10682434058863483,0.92
1,1,0.058851391952330856,0.94
1,1,0.03985568721662497,0.96
1,1,0.032353440246014775,0.98
