0,0,0,0,0,0,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,1,0,0,0,3
0,1,0,1,1,0,1,0,1,0,0,4
0,0,0,0,0,0,1,0,0,0,1,5
0,1,0,0,1,0,0,0,0,0,0,6
1,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0,0,0,0,3
1,1,0,0,0,0,0,0,0,0,0,4
1,0,0,0,0,0,0,0,1,0,0,5
2,0,0,0,0,0,0,0,0,0,0,1
2,0,0,0,0,0,0,1,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,3
2,0,0,0,0,0,0,0,0,1,0,4
2,0,1,0,0,0,1,0,0,0,0,5
3,0,0,0,0,0,0,0,0,0,0,1
3,1,0,0,0,0,1,0,0,0,0,2
3,0,0,0,0,0,0,0,0,0,0,3
3,0,0,0,0,0,0,0,0,0,0,4
3,0,0,0,0,0,0,0,0,0,0,5
3,0,0,0,0,0,0,0,0,0,0,6
3,0,0,0,0,1,0,0,0,0,0,7
3,0,1,0,0,0,0,0,0,0,0,8
3,0,0,0,0,0,0,0,0,0,1,9
4,0,0,0,0,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,0,0,0,2
4,0,0,1,0,0,0,0,0,0,1,3
4,0,1,0,0,0,0,0,0,0,0,4
4,0,0,0,0,0,0,0,0,0,1,5
4,0,0,0,0,0,0,0,0,0,0,6
4,0,0,0,0,0,0,0,0,0,0,7
5,0,0,0,0,0,0,0,0,0,0,1
5,0,0,0,0,0,0,0,0,0,0,2
5,0,0,0,0,0,0,0,0,0,0,3
5,0,0,1,0,0,0,0,0,0,0,4
5,0,0,0,0,0,1,0,1,1,0,5
6,0,0,0,0,0,0,0,0,0,0,1
6,0,0,0,1,0,0,0,0,0,0,2
6,0,0,0,0,0,0,0,0,1,0,3
6,0,0,0,0,0,0,0,0,0,0,4
6,0,0,0,0,0,0,0,0,0,0,5
6,1,0,0,0,0,0,0,0,0,0,6
6,0,0,0,0,0,0,0,0,0,0,7
6,0,0,0,0,0,0,0,1,0,0,8
6,0,0,0,0,0,0,0,0,1,0,9
6,0,0,0,0,0,0,0,0,1,0,10
7,0,0,0,0,0,0,0,0,1,0,1
7,0,0,1,0,1,0,0,0,0,0,2
7,0,0,0,0,0,1,0,0,0,0,3
8,1,0,0,0,0,0,0,0,0,0,1
8,0,0,0,0,0,0,0,0,0,0,2
8,0,0,0,0,0,0,0,1,0,0,3
8,0,0,0,0,0,0,0,0,0,0,4
8,0,1,0,0,0,0,0,0,0,0,5
9,0,0,0,0,0,0,0,0,0,0,1
9,0,0,0,0,0,0,1,0,0,0,2
9,0,0,0,0,0,0,0,0,0,0,3
10,0,0,0,0,0,0,0,0,1,0,1
10,1,0,0,0,0,0,0,0,0,0,2
10,0,0,0,1,0,0,0,0,1,0,3
10,0,0,0,1,0,0,0,0,0,0,4
10,0,0,0,0,0,0,0,1,0,0,5
11,1,0,0,0,1,0,0,0,0,0,1
11,1,0,1,0,0,0,0,0,0,0,2
11,0,0,0,0,0,0,0,0,0,0,3
11,1,0,0,0,0,0,0,0,1,0,4
11,0,0,0,0,1,0,0,0,0,0,5
11,0,1,1,0,0,0,0,0,0,0,6
12,0,0,0,0,0,0,0,1,1,0,1
12,0,0,0,0,0,1,0,0,0,1,2
12,0,0,0,0,0,0,0,0,0,0,3
12,0,0,1,0,0,0,0,0,0,0,4
13,0,1,0,0,0,1,0,0,0,1,1
13,0,0,0,0,1,0,0,0,0,0,2
13,0,0,0,0,0,0,0,0,0,0,3
13,0,0,0,0,0,0,0,0,0,0,4
13,0,1,0,0,0,0,0,1,0,0,5
13,0,0,0,0,0,0,0,0,0,0,6
13,1,0,0,0,0,0,1,1,0,0,7
13,0,0,0,1,0,0,0,0,0,0,8
13,0,0,0,1,1,0,0,0,0,0,9
14,0,0,0,0,0,0,0,0,0,0,1
14,0,0,0,0,0,0,0,0,1,0,2
14,0,0,0,0,0,0,0,0,0,0,3
14,0,0,0,0,0,0,0,0,0,0,4
14,0,0,0,0,0,0,0,1,0,0,5
14,0,0,0,0,0,0,1,0,1,0,6
15,0,0,1,0,0,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,0,0,2
15,0,1,0,1,0,0,0,0,0,1,3
15,0,0,0,0,0,0,0,0,0,0,4
15,0,0,0,1,0,0,0,0,0,0,5
16,0,0,0,0,0,0,0,0,0,0,1
16,0,0,0,0,0,1,0,0,0,0,2
16,1,0,0,1,0,0,0,0,1,0,3
16,0,0,0,0,0,0,0,0,0,0,4
16,0,0,0,0,0,0,0,0,0,0,5
16,0,0,0,1,0,0,0,0,0,0,6
16,0,0,0,0,0,0,0,1,0,0,7
16,0,1,0,0,0,1,0,0,0,1,8
16,0,0,0,1,0,0,0,0,0,0,9
17,0,0,0,0,0,0,0,0,0,0,1
17,0,0,0,0,0,0,0,0,0,0,2
17,0,1,0,0,1,0,0,0,0,0,3
17,0,0,0,0,0,0,1,0,0,0,4
17,0,0,0,0,0,0,0,0,0,0,5
17,0,0,0,0,0,0,0,0,0,0,6
17,0,0,0,0,0,0,0,0,0,0,7
18,0,0,1,0,0,0,1,0,1,0,1
18,1,0,1,0,0,0,0,0,0,0,2
18,0,0,1,0,0,0,0,0,0,0,3
18,0,0,0,0,0,1,1,0,0,0,4
18,0,0,0,0,0,0,0,0,0,0,5
18,0,0,0,0,0,0,0,0,0,0,6
18,0,0,0,0,0,0,0,0,0,0,7
18,1,0,0,0,0,0,0,0,0,0,8
18,0,0,0,0,0,0,0,0,0,0,9
18,0,0,0,0,0,0,1,0,0,0,10
19,0,0,0,0,1,0,0,0,0,1,1
19,0,0,0,0,0,1,0,1,0,0,2
19,0,0,0,0,0,0,0,0,0,0,3
19,0,0,0,0,0,1,0,0,0,0,4
19,0,0,0,0,0,0,0,0,0,0,5
19,0,1,0,0,0,0,0,0,0,0,6
19,0,0,0,0,0,0,0,1,0,0,7
19,0,0,0,0,0,1,0,0,0,0,8
20,0,0,0,0,0,1,0,0,0,0,1
20,0,1,0,0,0,0,0,0,0,0,2
20,0,0,0,0,0,0,0,0,0,0,3
20,0,0,0,0,0,0,0,0,0,1,4
20,0,0,0,0,1,0,0,0,1,0,5
20,0,0,1,0,0,0,0,0,0,0,6
21,0,0,0,0,0,0,0,0,0,0,1
21,0,0,0,0,0,0,0,0,0,1,2
21,0,0,0,0,1,0,0,1,0,0,3
21,0,0,0,0,0,0,0,0,0,0,4
21,0,0,0,0,0,0,0,0,0,1,5
21,0,0,0,0,0,0,0,0,0,0,6
21,0,0,1,0,1,0,0,0,0,0,7
21,1,0,0,0,1,0,0,0,0,0,8
21,0,0,0,0,1,0,1,0,0,0,9
22,0,1,1,0,0,0,0,0,0,0,1
22,1,0,0,0,0,0,0,0,0,0,2
22,0,0,0,0,0,0,0,0,0,1,3
22,0,0,0,0,0,0,0,0,0,0,4
23,0,1,0,0,1,0,0,0,0,0,1
23,0,0,0,0,0,0,0,0,1,0,2
23,0,0,1,0,0,0,0,1,0,1,3
23,0,0,0,0,0,1,0,0,0,0,4
23,0,0,0,0,0,0,0,0,0,0,5
24,0,0,0,0,0,1,0,0,0,1,1
24,0,0,1,0,0,0,1,0,0,0,2
24,0,0,0,1,0,0,0,0,0,0,3
24,0,0,0,0,0,0,0,0,0,0,4
24,0,0,1,0,0,0,0,0,0,0,5
24,0,1,0,0,0,0,1,0,0,0,6
24,0,0,0,0,0,0,0,1,0,1,7
25,0,0,0,0,0,0,0,0,1,0,1
25,0,0,0,0,0,0,0,0,0,0,2
25,0,0,0,0,0,0,0,0,0,0,3
26,1,1,0,0,0,0,0,1,0,0,1
26,0,0,0,0,0,0,0,0,0,0,2
26,0,0,0,0,0,1,0,0,0,0,3
27,0,0,0,0,0,0,0,0,0,0,1
27,0,0,0,0,0,1,0,0,0,0,2
27,0,0,0,0,0,0,0,0,0,0,3
28,0,0,0,0,1,0,0,1,0,0,1
28,0,0,0,1,0,0,0,0,0,0,2
28,0,0,0,1,0,1,0,0,0,0,3
28,0,0,0,0,0,0,0,0,0,0,4
28,0,1,0,0,0,0,0,0,1,0,5
29,0,0,1,0,0,0,0,0,0,1,1
29,1,0,0,0,0,1,0,0,0,0,2
29,0,0,0,0,0,0,0,0,0,0,3
29,0,1,0,0,0,0,0,0,0,0,4
30,0,1,0,0,0,0,0,0,0,0,1
30,0,0,0,0,0,0,1,0,0,0,2
30,0,0,0,1,0,0,0,0,1,1,3
30,0,0,0,0,0,1,0,0,0,0,4
30,0,0,0,0,1,0,0,0,0,0,5
30,0,1,0,0,0,0,0,0,1,0,6
30,0,0,0,0,0,0,0,0,0,0,7
31,0,0,0,0,0,0,0,0,0,0,1
31,0,0,0,0,0,0,0,0,0,0,2
31,0,0,0,0,0,0,1,1,0,0,3
31,0,1,0,0,0,0,0,0,0,0,4
31,0,0,0,0,0,0,0,0,0,0,5
31,0,0,0,0,0,0,0,0,0,0,6
31,1,0,0,0,0,0,0,0,0,0,7
31,0,0,0,0,0,0,0,0,0,1,8
31,0,0,0,0,0,1,0,0,0,1,9
32,0,0,0,0,0,0,0,0,0,0,1
32,0,0,0,0,0,0,0,0,0,0,2
32,0,0,1,0,0,0,0,1,0,0,3
32,0,0,0,0,0,1,0,0,1,0,4
33,0,0,0,0,0,0,0,0,0,0,1
33,0,0,0,0,0,1,0,0,1,0,2
33,0,0,1,0,0,0,0,1,0,0,3
33,0,0,0,0,0,0,0,0,0,0,4
