query_id,position,score,protAttr
33,401,0.005653365754879195,0
33,402,0.005653365754879195,0
33,403,0.005653365754879195,0
33,404,0.005653365754879195,0
33,405,0.005653365754879195,0
33,409,0.005653365754879195,0
33,410,0.005653365754879195,0
33,411,0.005653365754879195,0
33,412,0.005653365754879195,0
33,413,0.005653365754879195,0
33,414,0.005653365754879195,0
33,406,-0.3942604450624721,1
33,415,0.005653365754879195,0
33,416,0.005653365754879195,0
33,417,0.005653365754879195,0
33,418,0.005653365754879195,0
33,419,0.005653365754879195,0
33,407,-0.3942604450624721,1
33,420,0.005653365754879195,0
33,421,0.005653365754879195,0
33,422,0.005653365754879195,0
33,423,0.005653365754879195,0
33,408,-0.3942604450624721,1
33,424,0.005653365754879195,0
33,425,0.005653365754879195,0
33,426,0.005653365754879195,0
33,427,0.005653365754879195,0
33,583,-0.3942604450624721,1
33,428,0.005653365754879195,0
33,429,0.005653365754879195,0
33,430,0.005653365754879195,0
33,431,0.005653365754879195,0
33,584,-0.3942604450624721,1
33,432,0.005653365754879195,0
33,433,0.005653365754879195,0
33,434,0.005653365754879195,0
33,585,-0.3942604450624721,1
33,435,0.005653365754879195,0
33,436,0.005653365754879195,0
33,437,0.005653365754879195,0
33,438,0.005653365754879195,0
33,586,-0.3942604450624721,1
33,439,0.005653365754879195,0
33,440,0.005653365754879195,0
33,441,0.005653365754879195,0
33,587,-0.3942604450624721,1
33,442,0.005653365754879195,0
33,443,0.005653365754879195,0
33,444,0.005653365754879195,0
33,588,-0.3942604450624721,1
33,445,0.005653365754879195,0
33,446,0.005653365754879195,0
33,447,0.005653365754879195,0
33,448,0.005653365754879195,0
33,589,-0.3942604450624721,1
33,449,0.005653365754879195,0
33,450,0.005653365754879195,0
33,451,0.005653365754879195,0
33,590,-0.3942604450624721,1
33,452,0.005653365754879195,0
33,453,0.005653365754879195,0
33,454,0.005653365754879195,0
33,591,-0.3942604450624721,1
33,455,0.005653365754879195,0
33,456,0.005653365754879195,0
33,457,0.005653365754879195,0
33,592,-0.3942604450624721,1
33,458,0.005653365754879195,0
33,459,0.005653365754879195,0
33,460,0.005653365754879195,0
33,593,-0.3942604450624721,1
33,461,0.005653365754879195,0
33,462,0.005653365754879195,0
33,463,0.005653365754879195,0
33,464,0.005653365754879195,0
33,594,-0.3942604450624721,1
33,465,0.005653365754879195,0
33,466,0.005653365754879195,0
33,467,0.005653365754879195,0
33,595,-0.3942604450624721,1
33,468,0.005653365754879195,0
33,469,0.005653365754879195,0
33,470,0.005653365754879195,0
33,596,-0.3942604450624721,1
33,471,0.005653365754879195,0
33,472,0.005653365754879195,0
33,473,0.005653365754879195,0
33,597,-0.3942604450624721,1
33,474,0.005653365754879195,0
33,475,0.005653365754879195,0
33,476,0.005653365754879195,0
33,598,-0.3942604450624721,1
33,477,0.005653365754879195,0
33,478,0.005653365754879195,0
33,479,0.005653365754879195,0
33,599,-0.3942604450624721,1
33,480,0.005653365754879195,0
33,481,0.005653365754879195,0
33,482,0.005653365754879195,0
33,600,-0.3942604450624721,1
33,483,0.005653365754879195,0
33,484,0.005653365754879195,0
33,485,0.005653365754879195,0
31,13,-0.4197696260538676,1
33,486,0.005653365754879195,0
33,487,0.005653365754879195,0
33,488,0.005653365754879195,0
31,188,-0.4197696260538676,1
33,489,0.005653365754879195,0
33,490,0.005653365754879195,0
31,193,-0.4201885602825317,1
33,491,0.005653365754879195,0
33,492,0.005653365754879195,0
33,493,0.005653365754879195,0
31,191,-0.4201888391678553,1
33,494,0.005653365754879195,0
33,495,0.005653365754879195,0
33,496,0.005653365754879195,0
31,190,-0.4201891180531788,1
33,497,0.005653365754879195,0
33,498,0.005653365754879195,0
33,499,0.005653365754879195,0
31,195,-0.4201891180531788,1
33,500,0.005653365754879195,0
33,501,0.005653365754879195,0
33,502,0.005653365754879195,0
31,196,-0.4201891180531788,1
33,503,0.005653365754879195,0
33,504,0.005653365754879195,0
33,505,0.005653365754879195,0
31,185,-0.4211325443964069,1
33,506,0.005653365754879195,0
33,507,0.005653365754879195,0
33,508,0.005653365754879195,0
31,187,-0.4211328232817304,1
33,509,0.005653365754879195,0
33,510,0.005653365754879195,0
33,511,0.005653365754879195,0
35,998,-0.4213742853471035,1
33,512,0.005653365754879195,0
33,513,0.005653365754879195,0
33,514,0.005653365754879195,0
35,820,-0.4213759586590446,1
33,515,0.005653365754879195,0
33,516,0.005653365754879195,0
35,992,-0.4213759586590446,1
33,517,0.005653365754879195,0
33,518,0.005653365754879195,0
33,519,0.005653365754879195,0
35,993,-0.4213759586590446,1
33,520,0.005653365754879195,0
33,521,0.005653365754879195,0
33,522,0.005653365754879195,0
35,995,-0.4213759586590446,1
33,523,0.005653365754879195,0
33,524,0.005653365754879195,0
33,525,0.005653365754879195,0
35,997,-0.4213759586590446,1
33,526,0.005653365754879195,0
33,527,0.005653365754879195,0
33,528,0.005653365754879195,0
35,990,-0.4217373682531386,1
33,529,0.005653365754879195,0
33,530,0.005653365754879195,0
