query_id,position,score,protAttr
1,108,0.09673331022035483,0
1,607,0.09673331022035483,0
1,945,0.09673331022035483,0
1,1040,0.09673331022035483,0
1,1981,0.09673331022035483,0
1,2021,0.09673331022035483,0
1,2306,0.09673331022035483,0
1,2330,0.09673331022035483,0
1,2735,0.09673331022035483,0
1,2937,0.09673331022035483,0
1,3585,0.09673331022035483,0
1,3602,0.09673331022035483,0
1,3790,0.09673331022035483,0
1,82,0.09649840541831756,0
1,266,0.09649840541831756,0
1,277,0.09649840541831756,0
1,402,0.09649840541831756,0
1,508,0.09649840541831756,0
1,522,0.09649840541831756,0
1,627,0.09649840541831756,0
1,1334,0.09649840541831756,0
1,1826,0.09649840541831756,0
1,1905,0.09649840541831756,0
1,2012,0.09649840541831756,0
1,2303,0.09649840541831756,0
1,2708,0.09649840541831756,0
1,3165,0.09649840541831756,0
1,29,0.09626350061628047,0
1,85,0.09626350061628047,0
1,360,0.09626350061628047,0
1,518,0.09626350061628047,0
1,727,0.09626350061628047,0
1,899,0.09626350061628047,0
1,1339,0.09626350061628047,0
1,2287,0.09626350061628047,0
1,2662,0.09626350061628047,0
1,2667,0.09626350061628047,0
1,194,0.09602859581424336,0
1,335,0.09602859581424336,0
1,468,0.09602859581424336,0
1,1298,0.09602859581424336,0
1,1448,0.09602859581424336,0
1,2219,0.09602859581424336,0
1,1482,0.08723511365522044,0
1,1417,0.08676530405114621,0
1,679,0.08129449061519267,0
1,912,0.08058977620908121,0
1,2537,0.08058977620908121,0
1,619,0.08035487140704413,0
1,882,0.08035487140704413,0
1,730,0.08011996660500699,0
1,2355,0.07988506180296974,0
1,1591,0.07370953396090488,0
1,2914,0.06656038541614179,0
1,542,0.06609057581206762,0
1,1250,0.06609057581206762,0
1,1473,0.06585567101003051,0
1,2634,0.06585567101003051,0
1,226,0.06562076620799326,0
1,1300,0.06562076620799326,0
1,2390,0.06562076620799326,0
1,3536,0.06562076620799326,0
1,646,0.06538586140595616,0
1,1358,0.06538586140595616,0
1,1870,0.06538586140595616,0
1,3159,0.06538586140595616,0
1,251,0.06515095660391904,0
1,333,0.06515095660391904,0
1,671,0.06515095660391904,0
1,710,0.06515095660391904,0
1,806,0.06515095660391904,0
1,1038,0.06515095660391904,0
1,1133,0.06515095660391904,0
1,1584,0.06515095660391904,0
1,1681,0.06515095660391904,0
1,1962,0.06515095660391904,0
1,2071,0.06515095660391904,0
1,2691,0.06515095660391904,0
1,987,0.06491605180188195,0
1,1028,0.06491605180188195,0
1,1746,0.06491605180188195,0
1,2288,0.06491605180188195,0
1,2991,0.06491605180188195,0
1,3122,0.06491605180188195,0
1,3243,0.06491605180188195,0
1,3363,0.06491605180188195,0
1,3413,0.06491605180188195,0
1,51,0.06468114699984484,0
1,262,0.06468114699984484,0
1,453,0.06468114699984484,0
1,511,0.06468114699984484,0
1,586,0.06468114699984484,0
1,638,0.06468114699984484,0
1,755,0.06468114699984484,0
1,832,0.06468114699984484,0
1,859,0.06468114699984484,0
1,926,0.06468114699984484,0
1,960,0.06468114699984484,0
1,1150,0.06468114699984484,0
1,1407,0.06468114699984484,0
1,1502,0.06468114699984484,0
1,1549,0.06468114699984484,0
1,1692,0.06468114699984484,0
1,1749,0.06468114699984484,0
1,1766,0.06468114699984484,0
1,1789,0.06468114699984484,0
1,1811,0.06468114699984484,0
1,1942,0.06468114699984484,0
1,2106,0.06468114699984484,0
1,2246,0.06468114699984484,0
1,2327,0.06468114699984484,0
1,2504,0.06468114699984484,0
1,2620,0.06468114699984484,0
1,2747,0.06468114699984484,0
1,3097,0.06468114699984484,0
1,3247,0.06468114699984484,0
1,3302,0.06468114699984484,0
1,3542,0.06468114699984484,0
1,3739,0.06468114699984484,0
1,153,0.06444624219780759,0
1,489,0.06444624219780759,0
1,584,0.06444624219780759,0
1,805,0.06444624219780759,0
1,1213,0.06444624219780759,0
1,1371,0.06444624219780759,0
1,1490,0.06444624219780759,0
1,1538,0.06444624219780759,0
1,1859,0.06444624219780759,0
