query_id,position,score,protAttr
1,1,1.083144740330775,0
1,5,0.9983775772201418,0
1,256,0.9816300481309492,0
1,46,0.9339108801741598,0
1,196,0.9141409829281841,0
1,10,0.9079632835268372,0
1,36,0.6176932545464203,1
1,8,0.8849123074188983,0
1,14,0.8732112175099729,0
1,86,0.3012360454867776,1
1,37,0.8706879979198393,0
1,67,0.8706879979198393,0
1,158,0.2949959450510574,1
1,9,0.8508027261889749,0
1,4,0.8466672253851697,0
1,385,0.2624988173017997,1
1,59,0.8310010761203201,0
1,49,0.7836291485191719,0
1,58,0.2438613843893753,1
1,106,0.7782358015539164,0
1,63,0.7599074115030786,0
1,252,0.18036124407366802,1
1,39,0.7437106934195529,0
1,12,0.7297775861401736,0
1,438,0.03383590085514773,1
1,35,0.7052251013468644,0
1,309,-0.025953793690874458,1
1,62,0.7030837536925224,0
1,30,0.6854711832551491,0
1,382,-0.03590255150079512,1
1,101,0.6782731095848537,0
1,311,-0.05121476402626708,1
1,246,0.6457728577189685,0
1,83,0.6433751071682307,0
1,319,-0.09911319078081096,1
1,2,0.6424875094710706,0
1,324,-0.1017275858393751,1
1,77,0.6373997477654495,0
1,75,0.6345193070156527,0
1,186,-0.1086812391944166,1
1,19,0.6313867783938963,0
1,119,-0.1188631720572439,1
1,90,0.619795848949944,0
1,110,-0.1208304082082344,1
1,121,0.6103684909386603,0
1,141,0.6028605626227953,0
1,332,-0.1223936057617009,1
1,64,0.5999768830912141,0
1,148,-0.1365131876358703,1
1,168,0.5994915927126875,0
1,73,0.5940846935909728,0
1,365,-0.1392486229589089,1
1,284,0.5846573355796891,0
1,118,-0.1475359628304204,1
1,7,0.5837780769337442,0
1,327,-0.1485841668994453,1
1,3,0.5832844475040023,0
1,171,0.5832844475040023,0
1,303,-0.159532339671757,1
1,42,0.5712191340200131,0
1,188,-0.1776357045771137,1
1,31,0.5584827810498655,0
1,183,-0.1799661876916662,1
1,138,0.5540477718673584,0
1,23,0.5517724247558982,0
1,161,-0.19107392118424102,1
1,99,0.5324052865882258,0
1,170,-0.2011138119614805,1
1,18,0.5164061417191597,0
1,440,-0.2023064700664435,1
1,113,0.5039928026345345,0
1,371,0.4937242697208757,0
1,372,-0.2027362142686475,1
1,11,0.4672959581126254,0
1,266,-0.2134807282513206,1
1,21,0.4655848338738177,0
1,189,-0.235244368473529,1
1,133,0.4602940935673143,0
1,156,0.4563931053669027,0
1,226,-0.2422722195161109,1
1,318,0.4498791450405663,0
1,261,-0.2615280794031632,1
1,22,0.4490536432607873,0
1,354,-0.2658896656195338,1
1,45,0.4258154082277357,0
1,176,0.4238887572967489,0
1,312,-0.2866964238838258,1
1,43,0.4207045653213036,0
1,270,-0.2913883864254323,1
1,56,0.4132305107942548,0
1,199,-0.3095565506147021,1
1,219,0.4111579234635093,0
1,207,-0.3176731014202288,1
1,174,0.4063606659440697,0
1,98,0.3993601380345733,0
1,265,-0.3287062324905652,1
1,111,0.3923558199524724,0
1,178,-0.3346538215244513,1
1,92,0.3919329580619794,0
1,416,-0.335545952138099,1
1,40,0.3866235662442581,0
1,103,-0.3379052959835332,1
1,34,0.3864422184578872,0
1,450,0.3834379513361736,0
