query_id,position,score,protAttr
5,384,-0.4011957580306187,0
5,520,-0.4043568698303008,0
5,374,-0.4063799032253971,0
5,265,-0.4427070584055705,0
5,343,-0.4993232671162366,0
5,425,-0.5246342206065039,0
5,335,-0.5267010281158753,0
5,475,-0.5440875066223992,0
5,330,-0.5792556380252181,0
5,436,-0.6298336048675994,0
5,381,-0.6712193154838144,0
5,500,-0.8031623269656609,0
5,345,-0.8367765333509043,1
5,506,-0.8602805198402155,1
5,453,-0.9025817265605086,1
5,348,-1.007866363758495,0
5,494,-1.015326174970054,1
5,403,-1.12741018893346,1
5,473,-1.1317766951327308,1
5,457,-1.1901001098653001,1
