query_id,position,score,protAttr
5,236,-0.3625834326076498,0
5,288,-0.3638246695798524,0
5,370,-0.3654313692878142,0
5,483,-0.3661035680670837,0
5,502,-0.3715744554236036,0
5,497,-0.3749872013834283,0
5,460,-0.3861987064662134,0
5,384,-0.4011957580306187,0
5,520,-0.4043568698303008,0
5,374,-0.4063799032253971,0
5,265,-0.4427070584055705,0
5,343,-0.4993232671162366,0
5,425,-0.5246342206065039,0
5,335,-0.5267010281158753,0
5,475,-0.5440875066223992,0
5,330,-0.5792556380252181,0
5,436,-0.6298336048675994,0
5,381,-0.6712193154838144,0
5,500,-0.8031623269656609,0
5,348,-1.007866363758495,0
